,FIPS,Walkability,Percentage of without vehicle,geometry,Percentage of public transportation
430,06037214100,-1.093623,2.7,"POLYGON ((-118.344055204798 34.0802728542193, -118.339710204011 34.0802918547509, -118.334161203131 34.0803158547538, -118.33419320294 34.0785198548919, -118.334736202872 34.076201854319, -118.334300203581 34.0743788542409, -118.334800203059 34.0710728536113, -118.334790202333 34.06892385367, -118.337168203088 34.0689168531841, -118.340781203606 34.0689068534202, -118.344034204556 34.0688978526348, -118.344038204861 34.0710468533388, -118.344047204529 34.0761678534679, -118.344055204798 34.0802728542193))",0.33
431,06037214000,-1.072888,9.5,"POLYGON ((-118.353231206669 34.0802328542045, -118.348658205977 34.0802528538729, -118.346226205077 34.0802638540885, -118.344055204798 34.0802728542193, -118.344047204529 34.0761678534679, -118.344038204861 34.0710468533388, -118.344034204556 34.0688978526348, -118.346205205128 34.0689958532351, -118.347238205246 34.0691818529874, -118.348633204732 34.0694438527722, -118.353206206137 34.070350852497, -118.353223206074 34.076143853192, -118.353231206669 34.0802328542045))",2.98
432,06037214400,0.920803,10.3,"POLYGON ((-118.361464207789 34.0801958533589, -118.35942620742 34.080204853415, -118.357373207189 34.0802148533473, -118.356352207781 34.080218853952, -118.353231206669 34.0802328542045, -118.353223206074 34.076143853192, -118.356343207236 34.0761318534495, -118.357364206654 34.0761268529729, -118.358384207033 34.0761228529421, -118.361442207849 34.0761088526299, -118.361464207789 34.0801958533589))",1.57
433,06037195710,2.59771,13.6,"POLYGON ((-118.272173192251 34.0742828579843, -118.271708192627 34.0750438580454, -118.270730193028 34.0766628579158, -118.269022192312 34.0795238582137, -118.265327192265 34.0774588584887, -118.263469191647 34.0776238584389, -118.265274191032 34.0746658582941, -118.265403191654 34.0744538583995, -118.266368191879 34.0728718582702, -118.266797191138 34.0721998575396, -118.266953191898 34.071955857805, -118.268028191689 34.0702688577827, -118.270689192591 34.0711468572542, -118.273518192731 34.072080857441, -118.272173192251 34.0742828579843))",19.26
434,06037195802,2.479728,11.8,"POLYGON ((-118.284421194545 34.0777368575019, -118.282495194572 34.0772968576414, -118.281092194798 34.079211857739, -118.279127193737 34.0783568575354, -118.276827194072 34.0773468576383, -118.273756192562 34.0759608581489, -118.271708192627 34.0750438580454, -118.272173192251 34.0742828579843, -118.273518192731 34.072080857441, -118.273888192846 34.0722028572289, -118.27486219249 34.0725238573962, -118.277532193701 34.0736858569307, -118.280258193768 34.0748768575591, -118.283056194697 34.0761308571523, -118.284411194944 34.076721857038, -118.284415194907 34.0771548570184, -118.284421194545 34.0777368575019))",12.14
435,06037206010,0.337367,24.9,"POLYGON ((-118.237011186863 34.0686958591144, -118.234627186289 34.0729148596617, -118.233434186184 34.0741828596492, -118.235899186459 34.0763758595765, -118.235851186541 34.0792958602623, -118.232044185927 34.0776598604082, -118.229118184994 34.0740148603691, -118.22913918536 34.0713378599906, -118.224805184124 34.0719788600765, -118.224543184586 34.0707278600601, -118.224525184162 34.0676068596647, -118.226718184265 34.0624158590028, -118.22842018437 34.0620898592651, -118.235247184997 34.0613068588233, -118.234109185633 34.0626898582058, -118.237477186314 34.0640198584506, -118.235866185773 34.066758858811, -118.239248186858 34.0672618585675, -118.237011186863 34.0686958591144))",20.0
436,06037199201,0.804184,23.8,"POLYGON ((-118.215717183612 34.0764128608711, -118.214821183969 34.0792898618329, -118.213193182749 34.0792458618114, -118.211883183041 34.0792578616573, -118.210207182186 34.0792178614931, -118.210453182141 34.0774918616986, -118.207343181981 34.0773348615488, -118.20779818182 34.0737568610452, -118.209086182528 34.0737388608101, -118.210374182719 34.0737208612654, -118.213086182177 34.0736818612245, -118.215628183488 34.0736458607493, -118.215717183612 34.0764128608711))",16.34
437,06037192620,5.747318,17.0,"POLYGON ((-118.300435197379 34.0790208566065, -118.295756197094 34.0790408573064, -118.2953081969 34.0790428566416, -118.29170719634 34.0790578571007, -118.291702195771 34.0776948570944, -118.291697196074 34.0763348565585, -118.295570197143 34.0763158570178, -118.296569197386 34.0763108562742, -118.297523197182 34.0763068569399, -118.300422197315 34.0762928564445, -118.300428197578 34.077657856178, -118.300435197379 34.0790208566065))",31.22
438,06037262303,-4.126237,1.2,"POLYGON ((-118.495457230351 34.0727988453069, -118.494748229548 34.0714038447319, -118.493927229399 34.0730648447351, -118.492292228897 34.0714618449418, -118.491300228848 34.0714178453958, -118.491083229015 34.072813844873, -118.493373229993 34.0744058447588, -118.493698230126 34.0758598453679, -118.490260229111 34.0755478458374, -118.49104422909 34.0766458453239, -118.490556229568 34.0780358457671, -118.487888229059 34.0752438456638, -118.486517228053 34.0750938454692, -118.48610622809 34.0740198453563, -118.484633228458 34.0734438452758, -118.483673227706 34.0755638460009, -118.482499227758 34.0734808453744, -118.479021226686 34.0703858456102, -118.478688226812 34.0687768453037, -118.479275226897 34.0652318447138, -118.480383226578 34.0641468448508, -118.478259226102 34.0602288445908, -118.478636226448 34.0589938444238, -118.478250226262 34.0585048441519, -118.47938922621 34.0581878445139, -118.480685225882 34.0578278442502, -118.483132226134 34.0575318443421, -118.485606226459 34.0572038438997, -118.487507227704 34.0566458438267, -118.491509228333 34.0566698437518, -118.492670228337 34.0581888436677, -118.493608228111 34.0601768438775, -118.49403422825 34.0604658437138, -118.493009229271 34.0662068445164, -118.495612229859 34.0693578443787, -118.495457230351 34.0727988453069))",0.0
439,06037199120,0.191921,18.7,"POLYGON ((-118.206113181369 34.0660518605546, -118.205071180696 34.0665478609467, -118.205095181167 34.0676658605377, -118.205149181493 34.0702738615096, -118.205217181215 34.0737928612593, -118.202744180838 34.0738298619993, -118.202560180506 34.0738328617548, -118.196509179553 34.0739228624224, -118.194189179468 34.0773868621208, -118.19348117965 34.0782528629791, -118.193798180132 34.0755178619709, -118.195182178891 34.069015861221, -118.195499178961 34.0676618612689, -118.196758179376 34.0645198613082, -118.197023179609 34.0645688610914, -118.202995180062 34.0655888603606, -118.207559181239 34.0651868601212, -118.206113181369 34.0660518605546))",14.01
440,06037195720,0.940772,14.7,"POLYGON ((-118.266797191138 34.0721998575396, -118.266368191879 34.0728718582702, -118.265403191654 34.0744538583995, -118.265274191032 34.0746658582941, -118.263469191647 34.0776238584389, -118.260471190941 34.0781188583847, -118.261309191405 34.0763708589005, -118.261610190604 34.0755498580526, -118.261691191435 34.0743808580688, -118.261763191178 34.0727928584872, -118.261226190139 34.0696218582841, -118.266953191898 34.071955857805, -118.266797191138 34.0721998575396))",17.73
441,06037197500,1.028654,13.9,"POLYGON ((-118.261691191435 34.0743808580688, -118.261610190604 34.0755498580526, -118.261309191405 34.0763708589005, -118.260471190941 34.0781188583847, -118.257352189962 34.0767638587268, -118.254368189297 34.0754688584455, -118.252360189259 34.0745388584991, -118.251984188755 34.0741988592818, -118.253224188889 34.0725268587792, -118.253911188968 34.0714348588899, -118.255973189353 34.0682528580016, -118.256238189417 34.0678518577161, -118.261226190139 34.0696218582841, -118.261763191178 34.0727928584872, -118.261691191435 34.0743808580688))",14.42
442,06037201601,-1.680104,9.1,"POLYGON ((-118.180546177325 34.0711848627981, -118.180156177383 34.0756288629694, -118.178967176913 34.0773198636175, -118.178291177424 34.0778248634453, -118.177153176956 34.0773368636612, -118.174043175956 34.0762938637204, -118.172398176339 34.0735708634756, -118.176557176185 34.0700178630699, -118.176670176589 34.0689978624928, -118.179803176325 34.0662828624246, -118.180259176294 34.0656888619339, -118.180546177325 34.0711848627981))",11.38
443,06037214902,6.239836,4.5,"POLYGON ((-118.383781210939 34.0735888515043, -118.383732211119 34.076434851526, -118.380622210747 34.0767138522533, -118.379413211088 34.0763958519266, -118.378814210873 34.0763948523482, -118.377820210236 34.0760488515068, -118.376601209937 34.0760418522779, -118.376502210038 34.0733868521676, -118.376431209778 34.0714708510785, -118.376401209987 34.07104385164, -118.375767209502 34.0701018515088, -118.376194209517 34.0693408516426, -118.382681210851 34.0696928505512, -118.383767210575 34.0697708505209, -118.383776211605 34.0721268511845, -118.383781210939 34.0735888515043))",3.45
444,06037211121,6.234472,10.6,"POLYGON ((-118.286821195077 34.0763358574676, -118.286290194866 34.0766958574111, -118.284411194944 34.076721857038, -118.283056194697 34.0761308571523, -118.284384194518 34.0740478571328, -118.284372194863 34.0727868569441, -118.28434619397 34.068532855987, -118.28681119478 34.0689868559662, -118.28679319502 34.0734998568596, -118.286821195077 34.0763358574676))",6.83
445,06037211202,1.582522,38.3,"POLYGON ((-118.296569197386 34.0763108562742, -118.295570197143 34.0763158570178, -118.291697196074 34.0763348565585, -118.291686196286 34.0727378568255, -118.294179195917 34.0727268562567, -118.296552196107 34.0727348561751, -118.296569197386 34.0763108562742))",32.23
446,06037211122,4.232267,30.3,"POLYGON ((-118.291697196074 34.0763348565585, -118.286821195077 34.0763358574676, -118.28679319502 34.0734998568596, -118.28681119478 34.0689868559662, -118.287897195168 34.0689788559548, -118.289377195461 34.0690608566285, -118.291674196055 34.0690568562163, -118.291686196286 34.0727378568255, -118.291697196074 34.0763348565585))",15.33
447,06037211201,2.432288,13.2,"POLYGON ((-118.300422197315 34.0762928564445, -118.297523197182 34.0763068569399, -118.296569197386 34.0763108562742, -118.296552196107 34.0727348561751, -118.29748919722 34.072762856252, -118.300396197261 34.072766856202, -118.300422197315 34.0762928564445))",29.21
448,06037211000,-1.177726,0.9,"POLYGON ((-118.344068203266 34.062175852283, -118.344027204057 34.0649108526712, -118.344034204556 34.0688978526348, -118.340781203606 34.0689068534202, -118.337168203088 34.0689168531841, -118.334790202333 34.06892385367, -118.334800203059 34.0710728536113, -118.334300203581 34.0743788542409, -118.334736202872 34.076201854319, -118.327725201701 34.0758338549798, -118.325997201701 34.0762268552791, -118.322679201434 34.0762058547868, -118.320628201315 34.0762088549173, -118.320616200855 34.073445854492, -118.322898200426 34.0689508540398, -118.322871200078 34.0618168530875, -118.325667200446 34.061880853042, -118.331726201361 34.0619858529443, -118.332123202039 34.060984853085, -118.336400202403 34.060740852292, -118.337066202347 34.0605688527394, -118.337815202135 34.0604058526811, -118.34002220267 34.0604348525026, -118.341281203259 34.0604598520576, -118.344673203707 34.0605268524052, -118.344068203266 34.062175852283))",1.96
449,06037211420,0.834113,24.4,"POLYGON ((-118.305528198147 34.0762688556304, -118.304468198162 34.0762738561457, -118.302965197552 34.0762808562602, -118.300422197315 34.0762928564445, -118.300396197261 34.072766856202, -118.300386197166 34.0711988560765, -118.30037019734 34.0690218554083, -118.301609197026 34.0690148552919, -118.302864197518 34.0690058550363, -118.304119197091 34.0689978550646, -118.305494197498 34.0689888552448, -118.305528198147 34.0762688556304))",22.01
450,06037214501,2.161438,8.7,"POLYGON ((-118.361442207849 34.0761088526299, -118.358384207033 34.0761228529421, -118.357364206654 34.0761268529729, -118.356343207236 34.0761318534495, -118.353223206074 34.076143853192, -118.353206206137 34.070350852497, -118.35522020635 34.0706598530578, -118.355680206251 34.0700378529269, -118.355494206023 34.0697308521846, -118.357920206017 34.0676978522154, -118.357897206387 34.0672628519291, -118.355198205656 34.064987852292, -118.355198206216 34.0648818517842, -118.359264206773 34.0648718515767, -118.361395206645 34.06488585161, -118.361412206672 34.0690168521093, -118.361413207113 34.0690598522811, -118.361423207552 34.0715208521682, -118.361442207849 34.0761088526299))",5.23
451,06037211410,2.949917,13.4,"POLYGON ((-118.309160198879 34.0762518561637, -118.306739198788 34.0762638564435, -118.305528198147 34.0762688556304, -118.305494197498 34.0689888552448, -118.306631197632 34.0689818550941, -118.306704198173 34.0689818554677, -118.309126197963 34.0689658554032, -118.309145199232 34.0730488559152, -118.309160198879 34.0762518561637))",11.29
452,06037214600,0.553451,6.4,"POLYGON ((-118.370016209203 34.0726688515683, -118.370020209126 34.0760718519978, -118.366903208496 34.0760848522166, -118.365856208976 34.0760898525005, -118.361442207849 34.0761088526299, -118.361423207552 34.0715208521682, -118.361413207113 34.0690598522811, -118.36428520722 34.0693848517116, -118.367296208057 34.0697248522865, -118.370437209277 34.0700788515898, -118.370016209203 34.0726688515683))",3.45
453,06037211500,-0.203013,6.7,"POLYGON ((-118.320616200855 34.073445854492, -118.320628201315 34.0762088549173, -118.319613200411 34.0762128555656, -118.317868200535 34.0762198553676, -118.315707200643 34.0762278556992, -118.313510199743 34.0762358558167, -118.309160198879 34.0762518561637, -118.309145199232 34.0730488559152, -118.309126197963 34.0689658554032, -118.311613199061 34.0689628546563, -118.314090199478 34.0689608546506, -118.315663199419 34.0689588546012, -118.316237199848 34.0689578544022, -118.322898200426 34.0689508540398, -118.320616200855 34.073445854492))",12.37
454,06037214800,1.737152,6.5,"POLYGON ((-118.376601209937 34.0760418522779, -118.370020209126 34.0760718519978, -118.370016209203 34.0726688515683, -118.370437209277 34.0700788515898, -118.371403208497 34.0641138507493, -118.372270208124 34.0642498510235, -118.375493209455 34.0694648509173, -118.375767209502 34.0701018515088, -118.376401209987 34.07104385164, -118.376431209778 34.0714708510785, -118.376502210038 34.0733868521676, -118.376601209937 34.0760418522779))",2.0
455,06037208610,3.355703,14.4,"POLYGON ((-118.284384194518 34.0740478571328, -118.283056194697 34.0761308571523, -118.280258193768 34.0748768575591, -118.277532193701 34.0736858569307, -118.279475193203 34.0706528564859, -118.280093193384 34.0709198569528, -118.28219519352 34.0677348568109, -118.28434619397 34.068532855987, -118.284372194863 34.0727868569441, -118.284384194518 34.0740478571328))",22.78
456,06037201402,-1.673678,8.4,"POLYGON ((-118.195499178961 34.0676618612689, -118.195182178891 34.069015861221, -118.193798180132 34.0755178619709, -118.180156177383 34.0756288629694, -118.180546177325 34.0711848627981, -118.180259176294 34.0656888619339, -118.180490176601 34.0653398622089, -118.182189177087 34.063212862036, -118.186119177253 34.0625278614927, -118.185042176643 34.061761861438, -118.19263717865 34.0617668612852, -118.192648178326 34.0634638611174, -118.192704178212 34.0637598611099, -118.196758179376 34.0645198613082, -118.195499178961 34.0676618612689))",8.36
